adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001628280-18-010303	315213	HALF ROBERT INTERNATIONAL INC /DE/	7363	US	CA	MENLO PARK	94025	2884 SAND HILL RD	STE 200	6502346000	US	CA	MENLO PARK	94025	2884 SAND HILL ROAD	STE 200	US	DE	941648752	BOOTHE FINANCIAL CORP /DE/	19870721	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 14:41:00.0	0	1	rhi-20180630.xml	1	
0001628280-18-010307	1235468	LIQUIDITY SERVICES INC	7389	US	MD	BETHESDA	20814	6931 ARLINGTON ROAD	SUITE 200	2024676868	US	MD	BETHESDA	20814	6931 ARLINGTON ROAD	SUITE 200	US	DE	522209244			2-ACC	0	0930	10-Q	20180630	2018	Q3	20180802	2018-08-02 15:04:00.0	0	1	lqdt-20180630.xml	1	
0001628280-18-010334	1328143	ADAMAS PHARMACEUTICALS INC	2834	US	CA	EMERYVILLE	94608	1900 POWELL ST., SUITE 750		510-450-3554	US	CA	EMERYVILLE	94608	1900 POWELL ST., SUITE 750		US	DE	421560076	NEUROMOLECULAR PHARMACEUTICALS INC	20050524	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:05:00.0	0	1	adms-20180630.xml	1	
0001628280-18-010336	1237746	ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.	7372	US	MA	BURLINGTON	01803	10 CORPORATE DRIVE	SUITE 300	781-852-3200	US	MA	BURLINGTON	01803	10 CORPORATE DRIVE	SUITE 300	US	DE	463044956	ENDURANCE INTERNATIONAL GROUP INC	20030613	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:09:00.0	0	1	eigi-20180630.xml	1	
0001628280-18-010340	921112	LIBERTY PROPERTY TRUST	6798	US	PA	WAYNE	19087	650 EAST SWEDESFORD ROAD	SUITE 400	6106481700	US	PA	WAYNE	19087	650 EAST SWEDESFORD ROAD	SUITE 400	US	MD	237768996	ROUSE & ASSOCIATES PROPERTY TRUST	19940421	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:12:00.0	0	1	lry-20180630.xml	2	921113
0001628280-18-010342	1409493	CHIMERA INVESTMENT CORP	6798	US	NY	NEW YORK	10022	520 MADISON AVENUE	32ND FLOOR	212-626-2300	US	NY	NEW YORK	10022	520 MADISON AVENUE	32ND FLOOR	US	MD	260630461			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:17:00.0	0	1	cim-20180630.xml	1	
0001628280-18-010344	765880	HCP, INC.	6798	US	CA	IRVINE	92614	1920 MAIN STREET	SUITE 1200	949-407-0700	US	CA	IRVINE	92614	1920 MAIN STREET	SUITE 1200	US	MD	330091377	HEALTH CARE PROPERTY INVESTORS INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:20:00.0	0	1	hcp-20180630.xml	1	
0001628280-18-010351	1320414	SELECT MEDICAL HOLDINGS CORP	8060	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD	717-972-1100	US	PA	MECHANICSBURG	17055	C/O SELECT MEDICAL CORP	4714 GETTYSBURG RD	US	DE	000000000			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:38:00.0	0	1	sem-20180630.xml	2	1035688
0001628280-18-010354	1056386	INTERNAP CORP	7370	US	VA	RESTON	20190	12120 SUNSET HILLS ROAD, SUITE 330		404-302-9700	US	VA	RESTON	20190	12120 SUNSET HILLS ROAD, SUITE 330		US	DE	912145721	INTERNAP NETWORK SERVICES CORP	20010918	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180802	2018-08-02 16:40:00.0	0	1	inap-20180630.xml	1	
0001628280-18-010356	1078075	NETSCOUT SYSTEMS INC	7373	US	MA	WESTFORD	01886	310 LITTLETON ROAD		978-614-4000	US	MA	WESTFORD	01886	310 LITTLETON ROAD		US	DE	042837575			1-LAF	0	0331	10-Q	20180630	2018	Q1	20180802	2018-08-02 16:46:00.0	0	1	ntct-20180630.xml	1	
0001628280-18-010369	1447028	ARBUTUS BIOPHARMA CORP	2834	CA	BC	BURNABY	V5J 5J8	100-8900 GLENLYON PARKWAY		604-419-3200	CA	BC	BURNABY	V5J 5J8	100-8900 GLENLYON PARKWAY				980597776	TEKMIRA PHARMACEUTICALS CORP	20110607	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-02 17:56:00.0	0	1	abus-20180630.xml	1	
0001628280-18-010372	1043219	ANNALY CAPITAL MANAGEMENT INC	6798	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		212 696 0100	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		US	MD	223479661	ANNALY MORTGAGE MANAGEMENT INC	19970729	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-02 18:29:00.0	0	1	nly-20180630.xml	1	
0001628280-18-010376	946581	TAKE TWO INTERACTIVE SOFTWARE INC	7372	US	NY	NEW YORK	10036	110 WEST 44TH STREET		646 536 2842	US	NY	NEW YORK	10036	110 WEST 44TH STREET		US	DE	510350842			1-LAF	0	0331	10-Q	20180630	2018	Q1	20180803	2018-08-02 19:19:00.0	0	1	ttwo-20180630.xml	1	
0001628280-18-010396	355811	GENTEX CORP	3714	US	MI	ZEELAND	49464	600 N CENTENNIAL ST		6167721800	US	MI	ZEELAND	49464	600 N CENTENNIAL STREET		US	MI	382030505			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 11:33:00.0	0	1	gntx-20180630_htm.xml	1	
0001628280-18-010399	1541401	EMPIRE STATE REALTY TRUST, INC.	6798	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL		212-953-0888	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL		US	MD	371645259			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 11:46:00.0	0	1	esrt-20180630.xml	1	
0001628280-18-010401	1553079	EMPIRE STATE REALTY OP, L.P.	6798	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL		212-953-0888	US	NY	NEW YORK	10120	111 WEST 33RD STREET, 12TH FL				454685158			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 11:57:00.0	0	1	esrt-20180630.xml	1	
0001628280-18-010405	1458891	NOBLE CORP PLC	1381	GB		LONDON	W1J8AJ	DEVONSHIRE HOUSE	1 MAYFAIR PLACE	44 20 3008 7	GB		LONDON	W1J8AJ	DEVONSHIRE HOUSE	1 MAYFAIR PLACE	GB		980619597	NOBLE CORP PLC	20131119	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 12:54:00.0	0	1	ne-20180630.xml	2	1169055
0001628280-18-010424	1213037	TROVAGENE, INC.	2836	US	CA	SAN DIEGO	92121	11055 FLINTKOTE AVENUE		858-217-5420	US	CA	SAN DIEGO	92121	11055 FLINTKOTE AVENUE		US	DE	043721895	TROVAGENE INC.	20110830	5-SML	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:05:00.0	0	1	trov-20180630.xml	1	
0001628280-18-010429	1058811	IMMERSION CORP	3577	US	CA	SAN JOSE	95134	50 RIO ROBLES		408-467-1900	US	CA	SAN JOSE	95134	50 RIO ROBLES		US	DE	943180138	IMMERSION HUMAN INTERFACE CORP	19980602	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:10:00.0	0	1	immr-20180630.xml	1	
0001628280-18-010433	25445	CRANE CO /DE/	3490	US	CT	STAMFORD	06902	CRANE CO.	100 FIRST STAMFORD PLACE	203-363-7300	US	CT	STAMFORD	06902	CRANE CO.	100 FIRST STAMFORD PLACE	US	DE	131952290			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:15:00.0	0	1	cr-20180630.xml	1	
0001628280-18-010439	55067	KELLOGG CO	2040	US	MI	BATTLE CREEK	49016-3599	ONE KELLOGG SQ	P O BOX 3599	2699612000	US	MI	BATTLE CREEK	49016-3599	ONE KELLOGG SQUARE	P O BOX 3599	US	DE	380710690			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:18:00.0	0	1	k-20180630.xml	1	
0001628280-18-010441	802681	BRYN MAWR BANK CORP	6022	US	PA	BRYN MAWR	19010	801 LANCASTER AVE		6105252300	US	PA	BRYN MAWR	190103396	801 LANCASTER AVE		US	PA	232434506			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:22:00.0	0	1	bmtc-20180630.xml	1	
0001628280-18-010443	1620459	JAMES RIVER GROUP HOLDINGS, LTD.	6331	BM		PEMBROKE	HM 08	90 PITTS BAY ROAD		1-441-278-45	BM		PEMBROKE	HM 08	90 PITTS BAY ROAD		BM		980585280			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:23:00.0	0	1	jrvr-20180630.xml	1	
0001628280-18-010450	77776	PHH CORP	6159	US	NJ	MT. LAUREL	08054	3000 LEADENHALL ROAD		856-917-1744	US	NJ	MT. LAUREL	08054	3000 LEADENHALL ROAD		US	MD	520551284	PHH GROUP INC	19880913	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:38:00.0	0	1	phh-20180630.xml	1	
0001628280-18-010452	1095996	WILLIAM LYON HOMES	1531	US	CA	NEWPORT BEACH	92660	4695 MACARTHUR COURT	8TH FLOOR	9498333600	US	CA	NEWPORT BEACH	92660	4695 MACARTHUR COURT	8TH FLOOR	US	DE	330864902	PRESLEY COMPANIES/NEW	19991115	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:41:00.0	0	1	wlh-20180630.xml	1	
0001628280-18-010456	1409916	NOBILIS HEALTH CORP.	8062	US	TX	HOUSTON	77079	11700 KATY FREEWAY	SUITE 300	713-355-8614	US	TX	HOUSTON	77079	11700 KATY FREEWAY	SUITE 300	CA	BC	000000000	NORTHSTAR HEALTHCARE INC	20070816	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180803	2018-08-03 16:52:00.0	0	1	hlth-20180803.xml	1	
0001628280-18-010472	1447599	FITBIT INC	3571	US	CA	SAN FRANCISCO	94105	199 FREMONT STREET	14TH FLOOR	415-513-1000	US	CA	SAN FRANCISCO	94105	199 FREMONT STREET	14TH FLOOR			208920744			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-03 17:39:00.0	0	1	fit-20180630.xml	1	
0001628280-18-010477	1176948	ARES MANAGEMENT LP	6282	US	CA	LOS ANGELES	90067	2000 AVE OF THE STARS	12TH FLOOR	3102014100	US	CA	LOS ANGELES	90067	2000 AVE OF THE STARS	12TH FLOOR	US	DE	954656677			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-03 20:00:00.0	0	1	ares-20180630.xml	1	
0001628280-18-010488	785557	DLH HOLDINGS CORP.	7363	US	GA	ATLANTA	30305	3565 PIEDMONT ROAD, NE	BUILDING 3, SUITE 700	8669521647	US	GA	ATLANTA	30305	3565 PIEDMONT ROAD, NE	BUILDING 3, SUITE 700	US	NJ	221899798	TEAMSTAFF INC	19990216	5-SML	0	0930	10-Q	20180630	2018	Q3	20180806	2018-08-06 11:36:00.0	0	1	dlhc-20180630.xml	1	
0001628280-18-010505	1089113	HSBC HOLDINGS PLC	6035	GB		LONDON	E145HQ	8 CANADA SQUARE		442079912652	GB		LONDON	E14 5HQ	8 CANADA SQUARE				000000000				0	1231	6-K	20180630	2018	Q2	20180806	2018-08-06 15:18:00.0	0	1	hsbc-20180630.xml	1	
0001628280-18-010521	867374	ELECTRONICS FOR IMAGING INC	3576	US	CA	FREMONT	94555	6750 DUMBARTON CIRCLE		6503573500	US	CA	FREMONT	94555	6750 DUMBARTON CIRCLE		US	DE	943086355			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:12:00.0	0	1	efii-20180630.xml	1	
0001628280-18-010528	1498828	HOWARD HUGHES CORP	6798	US	TX	DALLAS	75240	ONE GALLERIA TOWER	13355 NOEL ROAD, 22ND FLOOR	214-741-7744	US	TX	DALLAS	75240	ONE GALLERIA TOWER	13355 NOEL ROAD, 22ND FLOOR	US	DE	364673192	SPINCO, INC.	20100811	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:20:00.0	0	1	hhc-20180630.xml	1	
0001628280-18-010534	1290900	COMMERCIAL VEHICLE GROUP, INC.	3714	US	OH	NEW ALBANY	43054	7800 WALTON PARKWAY		614 289 5360	US	OH	NEW ALBANY	43054	7800 WALTON PARKWAY		US	DE	411990662			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:23:00.0	0	1	cvgi-20180630.xml	1	
0001628280-18-010542	1012100	SEALED AIR CORP/DE	2820	US	NC	CHARLOTTE	28208	2415 CASCADE POINTE BOULEVARD		980-221-3235	US	NC	CHARLOTTE	28208	2415 CASCADE POINTE BOULEVARD		US	DE	650654331	WR GRACE & CO/DE	19961015	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:29:00.0	0	1	see-20180630.xml	1	
0001628280-18-010558	887359	VERICEL CORP	2836	US	MA	CAMBRIDGE	02139	64 SIDNEY ST.		7349305555	US	MA	CAMBRIDGE	02139	64 SIDNEY ST.		US	MI	943096597	AASTROM BIOSCIENCES INC	19960428	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 16:55:00.0	0	1	astm-20180630.xml	1	
0001628280-18-010563	30305	DUCOMMUN INC /DE/	3728	US	CA	CARSON	90745	23301 WILMINGTON AVE.		3105137280	US	CA	CARSON	90745	23301 WILMINGTON AVE.		US	DE	950693330			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180806	2018-08-06 17:28:00.0	0	1	dco-20180630.xml	1	
0001628280-18-010565	1441236	CLEARWATER PAPER CORP	2631	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	509.344.5900	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	US	DE	203594554	POTLATCH FOREST PRODUCTS CORP	20080728	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-06 17:33:00.0	0	1	clw-20180630.xml	1	
0001628280-18-010569	1465885	WESTERN ASSET MORTGAGE CAPITAL CORP	6798	US	CA	PASADENA	91101	385 EAST COLORADO BOULEVARD		626-844-9400	US	CA	PASADENA	91101	385 EAST COLORADO BOULEVARD		US	DE	270298092			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-06 18:02:00.0	0	1	wmc-20180630.xml	1	
0001628280-18-010589	1428522	RADIUS HEALTH, INC.	2834	US	MA	WALTHAM	02451	ATTN: CHIEF FINANCIAL OFFICER	950 WINTER STREET	617-551-4000	US	MA	WALTHAM	02451	ATTN: CHIEF FINANCIAL OFFICER	950 WINTER STREET	US	DE	800145732	MPM ACQUISITION CORP	20080228	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 07:53:00.0	0	1	rdus-20180630.xml	1	
0001628280-18-010590	1014739	BIOSCRIP, INC.	8082	US	CO	DENVER	80202	1600 BROADWAY	SUITE 950	720 697 5200	US	CO	DENVER	80202	1600 BROADWAY	SUITE 950	US	DE	050489664	MIM CORP	19960516	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 08:01:00.0	0	1	bios-20180630.xml	1	
0001628280-18-010605	1334036	CROCS, INC.	3021	US	CO	NIWOT	80503	6328 MONARCH PARK PLACE		3038487000	US	CO	NIWOT	80503	6328 MONARCH PARK PLACE				202164234			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 11:02:00.0	0	1	crox-20180630.xml	1	
0001628280-18-010611	946155	TIAA REAL ESTATE ACCOUNT	6500	US	NY	NEW YORK	10017	730 THIRD AVE		2124909000	US	NY	NEW YORK	10017	730 THIRD AVE		US	NY	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 11:47:00.0	0	1	tiaareal-20180630.xml	1	
0001628280-18-010613	1048286	MARRIOTT INTERNATIONAL INC /MD/	7011	US	MD	BETHESDA	20817	10400 FERNWOOD ROAD		3013803000	US	MD	BETHESDA	20817	10400 FERNWOOD ROAD		US	DE	522055918	NEW MARRIOTT MI INC	19971023	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 11:55:00.0	0	1	mar-20180630.xml	1	
0001628280-18-010622	1091748	ARGO GROUP INTERNATIONAL HOLDINGS, LTD.	6361	BM		PEMBROKE	HM 08	110 PITTS BAY ROAD		4412965858	BM		PEMBROKE	HM 08	110 PITTS BAY ROAD				980214719	PXRE GROUP LTD	19990724	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 12:47:00.0	0	1	argo-20180630.xml	1	
0001628280-18-010627	1621434	BLACK STONE MINERALS, L.P.	1311	US	TX	HOUSTON	77022	1001 FANNIN STREET, SUITE 2020		(713)658-064	US	TX	HOUSTON	77022	1001 FANNIN STREET, SUITE 2020		US	DE	471846692			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 12:58:00.0	0	1	bsm-20180630.xml	1	
0001628280-18-010642	1656936	MGM GROWTH PROPERTIES LLC	6798	US	NV	LAS VEGAS	89135	1980 FESTIVAL PLAZA DRIVE	SUITE 750	702-669-1480	US	NV	LAS VEGAS	89135	1980 FESTIVAL PLAZA DRIVE	SUITE 750	US	DE	000000000			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 14:03:00.0	0	1	mgp-20180630.xml	2	1691299
0001628280-18-010643	1604416	NEXEO SOLUTIONS, INC.	5160	US	TX	THE WOODLANDS	77380	3 WATERWAY SQUARE PLACE, SUITE 1000		(281) 297-07	US	TX	THE WOODLANDS	77380	3 WATERWAY SQUARE PLACE, SUITE 1000		US	DE	465188282	WL ROSS HOLDING CORP.	20140401	2-ACC	0	0930	10-Q	20180630	2018	Q3	20180807	2018-08-07 14:09:00.0	0	1	nexeo-20180630.xml	1	
0001628280-18-010676	354963	SHENANDOAH TELECOMMUNICATIONS CO/VA/	4813	US	VA	EDINBURG	22824	PO BOX 459	124 SOUTH MAIN ST	5409844141	US	VA	EDINBURG	22824	P O BOX 459		US	VA	541162807			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:07:00.0	0	1	shen-20180630.xml	1	
0001628280-18-010684	730708	SEACOAST BANKING CORP OF FLORIDA	6022	US	FL	STUART	34994	815 COLORADO AVE	P O BOX 9012	772 288 6063	US	FL	STUART	34995	815 COLORADO AVE	P O BOX 9012	US	FL	592260678			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:17:00.0	0	1	sbcf-20180630.xml	1	
0001628280-18-010702	90498	SIMMONS FIRST NATIONAL CORP	6021	US	AR	PINE BLUFF	71601	501 MAIN STREET	C/O SIMMONS FIRST NATIONAL CORP	8705411000	US	AR	PINE BLUFF	71601	501 MAIN STREET	C/O SIMMONS FIRST NATIONAL CORP	US	AR	710407808			1-LAF	1	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:47:00.0	0	1	sfnc-20180630.xml	1	
0001628280-18-010703	1463258	RENEWABLE ENERGY GROUP, INC.	2860	US	IA	AMES	50010	416 S. BELL AVENUE		515-239-8000	US	IA	AMES	50010	416 S. BELL AVENUE		US	DE	264785427	REG NEWCO, INC.	20090501	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:48:00.0	0	1	regi-20180630.xml	1	
0001628280-18-010704	703361	INTEGRATED DEVICE TECHNOLOGY INC	3674	US	CA	SAN JOSE	95138	6024 SILVER CREEK VALLEY ROAD		4082848200	US	CA	SAN JOSE	95138	6024 SILVER CREEK VALLEY ROAD		US	DE	942669985			1-LAF	0	0331	10-Q	20180630	2018	Q1	20180807	2018-08-07 16:50:00.0	0	1	idti-20180701.xml	1	
0001628280-18-010705	203527	VARIAN MEDICAL SYSTEMS INC	3845	US	CA	PALO ALTO	94304-1000	3100 HANSEN WAY		650-424-5834	US	CA	PALO ALTO	94304-1000	3100 HANSEN WAY		US	DE	942359345	VARIAN ASSOCIATES INC /DE/	19920703	1-LAF	0	0930	10-Q	20180630	2018	Q3	20180807	2018-08-07 16:50:00.0	0	1	var-20180629.xml	1	
0001628280-18-010707	1517175	CHEFS' WAREHOUSE, INC.	5141	US	CT	RIDGEFIELD	06877	100 EAST RIDGE ROAD		(203) 894-13	US	CT	RIDGEFIELD	06877	100 EAST RIDGE ROAD		US	DE	203031526	CHEFS' WAREHOUSE HOLDINGS, LLC	20110401	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:53:00.0	0	1	chef-20180629.xml	1	
0001628280-18-010708	727207	ACCELERATE DIAGNOSTICS, INC	3826	US	AZ	TUCSON	85714	3950 S. COUNTRY CLUB ROAD #470	BUILDING 3-307	303-863-8088	US	AZ	TUCSON	85714	3950 S. COUNTRY CLUB ROAD #470	BUILDING 3-307	US	DE	841072256	ACCELR8 TECHNOLOGY CORP	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 16:57:00.0	0	1	axdx-20180710.xml	1	
0001628280-18-010716	1333493	EHEALTH, INC.	6411	US	CA	MOUNTAIN VIEW	94043	440 EAST MIDDLEFIELD ROAD		650-584-2700	US	CA	MOUNTAIN VIEW	94043	440 EAST MIDDLEFIELD ROAD		US	DE	770470789			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 17:12:00.0	0	1	ehth-20180630.xml	1	
0001628280-18-010719	1585790	ADVANCED DISPOSAL SERVICES, INC.	4953	US	FL	PONTE VEDRA	32081	90 FORT WADE ROAD - SUITE 200		904-737-7900	US	FL	PONTE VEDRA	32081	90 FORT WADE ROAD - SUITE 200		US	DE	900875845	ADS WASTE HOLDINGS, INC.	20130904	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 17:16:00.0	0	1	adsw-20180630.xml	1	
0001628280-18-010720	1604643	EVOQUA WATER TECHNOLOGIES CORP.	3580	US	PA	PITTSBURGH	15222	210 SIXTH AVENUE		724-772-0044	US	PA	PITTSBURGH	15222	210 SIXTH AVENUE		US	DE	000000000	EWT HOLDINGS I CORP.	20140403	4-NON	0	0930	10-Q	20180630	2018	Q3	20180807	2018-08-07 17:18:00.0	0	1	aqua-20180630.xml	1	
0001628280-18-010721	945114	SYSTEMAX INC	5961	US	NY	PORT WASHINGTON	11050	11 HARBOR PARK DR		5166087000	US	NY	PORT WASHINGTON	11050	11 HARBOR PARK DRIVE		US	DE	113262067	GLOBAL DIRECTMAIL CORP	19950509	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180807	2018-08-07 17:20:00.0	0	1	syx-20180630.xml	1	
0001628280-18-010735	1102112	PACWEST BANCORP	6021	US	CA	BREA	92821	130 S. STATE COLLEGE BLVD.		(310) 887-85	US	CA	BREA	92821	130 S. STATE COLLEGE BLVD.		US	DE	330885320	FIRST COMMUNITY BANCORP /CA/	19991229	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-07 18:23:00.0	0	1	pacw-20180630.xml	1	
0001628280-18-010738	1615817	C&J ENERGY SERVICES, INC.	1389	US	TX	HOUSTON	77042	3990 ROGERDALE RD		713-325-6000	US	TX	HOUSTON	77042	3990 ROGERDALE RD		US	DE	814808566	C&J ENERGY SERVICES LTD.	20150324	1-LAF	1	1231	10-Q	20180630	2018	Q2	20180808	2018-08-07 18:35:00.0	0	1	cjes-20180630.xml	1	
0001628280-18-010754	1322439	EAGLE BULK SHIPPING INC.	4412	US	CT	STAMFORD	06902	300 FIRST STAMFORD PLACE	5TH FLOOR	203-276-8100	US	CT	STAMFORD	06902	300 FIRST STAMFORD PLACE	5TH FLOOR	MH		980450435			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 09:05:00.0	0	1	egle-20180630.xml	1	
0001628280-18-010757	933141	IBERIABANK CORP	6022	US	LA	LAFAYETTE	70501	200 WEST CONGRESS STREET		337-521-4788	US	LA	LAFAYETTE	70501	200 WEST CONGRESS STREET		US	LA	721280718	ISB FINANCIAL CORP/LA	19941123	1-LAF	1	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 10:02:00.0	0	1	ibkc-20180630.xml	1	
0001628280-18-010759	885275	WILSON BANK HOLDING CO	6021	US	TN	LEBANON	37087	623 W MAIN STREET	P.O. BOX 768	6154442265	US	TN	LEBANON	37087	623 W MAIN STREET	P.O. BOX 768	US	TN	621497076			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 10:29:00.0	0	1	wbhc-20180630.xml	1	
0001628280-18-010768	850141	HORACE MANN EDUCATORS CORP /DE/	6331	US	IL	SPRINGFIELD	62715-0001	1 HORACE MANN PLZ		2177892500	US	IL	SPRINGFIELD	62715-0001	1 HORACE MANN PLZ		US	DE	370911756	HORACE MANN EDUCATORS CORP	19920108	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 12:13:00.0	0	1	hm10-q63018_htm.xml	1	
0001628280-18-010781	913241	STEVEN MADDEN, LTD.	3140	US	NY	LONG ISLAND CITY	11104	52-16 BARNETT AVE		7184461800	US	NY	LONG ISLAND CITY	11104	52-16 BARNETT AVENUE		US	DE	133588231	MADDEN STEVEN LTD	19931008	1-LAF	1	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 14:47:00.0	0	1	shoo-20180630.xml	1	
0001628280-18-010807	275053	NATURES SUNSHINE PRODUCTS INC	2834	US	UT	LEHI	84043	2500 WEST EXECUTIVE PARKWAY	SUITE 100	(801) 341-79	US	UT	LEHI	84043	2500 WEST EXECUTIVE PARKWAY	SUITE 100	US	UT	870327982	AMTEC INDUSTRIES INC	19821108	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 16:25:00.0	0	1	natr-20180630.xml	1	
0001628280-18-010813	1690666	XPERI CORP	3674	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		(408) 321-60	US	CA	SAN JOSE	95134	3025 ORCHARD PARKWAY		US	DE	814465732	TESSERA HOLDING CORP	20161201	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 16:36:00.0	0	1	xper-20180630.xml	1	
0001628280-18-010818	1101239	EQUINIX INC	6798	US	CA	REDWOOD CITY	94065	ONE LAGOON DRIVE		(650) 598-60	US	CA	REDWOOD CITY	94065	ONE LAGOON DRIVE		US	DE	770487526			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 16:49:00.0	0	1	eqix-20180630.xml	1	
0001628280-18-010820	1011659	MUFG AMERICAS HOLDINGS CORP	6021	US	NY	NEW YORK	10020	1251 AVENUE OF THE AMERICAS		212-782-5911	US	NY	NEW YORK	10020	1251 AVENUE OF THE AMERICAS		US	DE	941234979	UNIONBANCAL CORP	19960403	4-NON	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 16:53:00.0	0	1	ub-20180630.xml	1	
0001628280-18-010829	828944	WSFS FINANCIAL CORP	6021	US	DE	WILMINGTON	19801	500 DELAWARE AVENUE		3027926000	US	DE	WILMINGTON	19801	500 DELAWARE AVENUE		US	DE	222866913	STAR STATES CORP	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180808	2018-08-08 17:22:00.0	0	1	wsfs-20180630.xml	1	
